node_1|node_2|edge|chunk_id
deferred|resolved|An alias for the 'resolve' property of a Deferred object, used in jQuery 1.x compatibility mode.|bf2dd46f5ef54c98b29603d60bf9cbd5||
deferred|notify|A method that can be called to propagate intermediate update values during the resolution process of a Deferred object. The function passed to notify receives an update value, and returns a new Deferred object, whose promise can be used as the continuation.|bf2dd46f5ef54c98b29603d60bf9cbd5||
deferred|progress|An alias for the 'notify' method of a Deferred object, used in jQuery 1.x compatibility mode.|bf2dd46f5ef54c98b29603d60bf9cbd5||
deferred|state|A property that is initially set to 'pending', and later changed to 'resolved' or 'rejected' when the Deferred object is resolved or rejected. Other functions, such as 'done', 'fail', 'notify', and 'resolve' can be used to manipulate this state.|bf2dd46f5ef54c98b29603d60bf9cbd5||
deferred|always|A method that is called after the resolution or rejection of a Deferred object, regardless of whether it was resolved successfully or rejected with an error. This function can be used to ensure that certain tasks are performed in all cases.|bf2dd46f5ef54c98b29603d60bf9cbd5||
expando|cache|The 'expando' property of an object is used to store a private cache for the object. The 'cache' method of the constructor returns or sets this cache, which can be accessed and modified using the 'get', 'set', and 'access' methods.|c44b54cc8ca14abea6fcf6b64aaccaf5||
g|uid|The 'uid' property is a unique identifier used to generate GUIDs for instances of the constructor. It is incremented each time a new instance is created, and is accessible only from within the constructor.|c44b54cc8ca14abea6fcf6b64aaccaf5||
e|t|In the context, 'e' represents an element or node, while 't' is a function passed to it. The 'call' method of this function is used to execute the function with the provided arguments.|c44b54cc8ca14abea6fcf6b64aaccaf5||
s|u|In a loop, 's' and 'u' represent indices for accessing elements in an array passed to the constructor. They are used to iterate over these elements.|c44b54cc8ca14abea6fcf6b64aaccaf5||
x|u|The 'X' and 'U' methods are helper functions that transform CSS styles into camelCase format, and uppercase the first letter of each subsequent word.|c44b54cc8ca14abea6fcf6b64aaccaf5||
void 0|n|The 'void 0' expression is used to set a variable to an undefined value. In this context, 'n' represents the new value assigned to a property using the 'set' method.|c44b54cc8ca14abea6fcf6b64aaccaf5||
r|t|In the 'cache' method, 'r' and 't' represent variables used for looping through object properties. In the 'get' method, they are used to access a specific property from the cache.|c44b54cc8ca14abea6fcf6b64aaccaf5||
e|t|In the context, 'e' and 't' represent variables used for storing and accessing cached data. The 'expando' property of an object is used to store this cache, which can be accessed using the 'cache', 'get', 'set', and 'access' methods.|c44b54cc8ca14abea6fcf6b64aaccaf5||
void 0|n|In the 'remove' method, 'n' represents a variable used to store the new value assigned to a property using the 'set' method. This value is only accessed if it has been provided.|c44b54cc8ca14abea6fcf6b64aaccaf5||
t|r|In the 'remove' method, 't' and 'r' represent arrays used for storing and accessing property names to be removed. These arrays are accessed using the 'in' operator.|c44b54cc8ca14abea6fcf6b64aaccaf5||
e|r|In the context, 'e' represents an object or element, while 'r' is a property of this object used to store cached data. In the 'remove' method, this data is accessed and modified using the 'delete' operator.|c44b54cc8ca14abea6fcf6b64aaccaf5||
g|uid|The 'uid' property of the constructor 'G' is a unique identifier used to generate GUIDs for instances of this constructor. It is incremented each time a new instance is created, and is accessible only from within the constructor.|c44b54cc8ca14abea6fcf6b64aaccaf5||
s|expando|In the context, 'S' is a helper function used to generate GUIDs for objects. Its 'expando' property is used to store a unique identifier for each object.|c44b54cc8ca14abea6fcf6b64aaccaf5||
queue|fx|is a type of queue that is used to manage asynchronous function execution in JavaScript. It allows for multiple functions to be added and executed in the order they were added.|63289aff5c1d45f0b8d0cb736309c306||
each|e|is a method provided by jQuery that iterates through each element (stored in variable e) in the current selection and performs some action (defined by an anonymous function) on it.|63289aff5c1d45f0b8d0cb736309c306||
set|n|is a method provided by jQuery that adds a new key-value pair to the object stored in variable t, using variable n as the key and variable e as the value.|63289aff5c1d45f0b8d0cb736309c306||
remove|e|is a method provided by jQuery that removes the specified key (stored in variable e) from the object stored in variable t, if it exists.|63289aff5c1d45f0b8d0cb736309c306||
e|documentfragment|E.createDocumentFragment() is used to create a DocumentFragment object.|fe57c6ec97034e9a92a16df46ac2b381||
input|checked|The 'checked' attribute of an input element is accessed and manipulated in this context.|fe57c6ec97034e9a92a16df46ac2b381||
textarea|x|A textarea element with the initial content 'x' is created and stored for later reference.|fe57c6ec97034e9a92a16df46ac2b381||
option||The initial value of an option element is checked when cloning it.|fe57c6ec97034e9a92a16df46ac2b381||
table|<colgroup>|A table element is created along with its nested colgroup element.|fe57c6ec97034e9a92a16df46ac2b381||
tbody|<tr>|The tbody and tr elements are used to create a table body and a table row respectively.|fe57c6ec97034e9a92a16df46ac2b381||
select|multiple|A select element with the 'multiple' attribute is accessed and manipulated.|fe57c6ec97034e9a92a16df46ac2b381||
y|e|set function is called with event (e) and index (i), returning false to prevent default behavior if multiple handlers exist for this type of event on the same element. If no previous handler exists, add a special event object for the given event type (i) to the global events object.|18463cb4487541c1be884e6a2c0da39d||
s|event|object containing the global events object and an 'add' function that adds event handlers to either a specific element (t) or globally for a given event type (e) and index (i). This function also sets a default namespace value of undefined.|18463cb4487541c1be884e6a2c0da39d||
s.event|global|object containing all global event handlers, accessed using the 'global' property of the event object.|18463cb4487541c1be884e6a2c0da39d||
s.event|add|function that adds event handlers to either a specific element (t) or globally for a given event type (e) and index (i). This function also creates the 'events' object for an element (v) if it does not already exist, and sets a default handler (a) for this element.|18463cb4487541c1be884e6a2c0da39d||
s.event|handle|function that returns the event handling function for the given element (t), or creates it if it does not already exist.|18463cb4487541c1be884e6a2c0da39d||
t|events|object containing all event handlers for a specific element (t).|18463cb4487541c1be884e6a2c0da39d||
s.event|dispatch|function that triggers an event handler for the given event type (e) and index (i), returning null.|18463cb4487541c1be884e6a2c0da39d||
e|type|string representing the name of the event being triggered.|18463cb4487541c1be884e6a2c0da39d||
g||space-separated list of event types (e) for which a given element (t) has registered handlers, used to determine whether multiple namespace events need to be dispatched.|18463cb4487541c1be884e6a2c0da39d||
d|origtype|string representing the original event type (e) that was triggered before it was transformed by a namespaced handler.|18463cb4487541c1be884e6a2c0da39d||
r|data|object containing any additional data passed to an event handler during its invocation.|18463cb4487541c1be884e6a2c0da39d||
n|guid|unique identifier for a specific event handler, used to avoid conflicts with other handlers registered for the same event type (e) and index (i).|18463cb4487541c1be884e6a2c0da39d||
i||space-separated list of CSS selectors (i) used to delegate event handling from an ancestor element (t) to descendant elements (n) that match the specified selector.|18463cb4487541c1be884e6a2c0da39d||
f||space-separated list of namespaced event types (d) for which a given element (t) has registered handlers, used to determine whether multiple namespace events need to be dispatched.|18463cb4487541c1be884e6a2c0da39d||
v|handle|function that returns the event handling function for a specific element (t).|18463cb4487541c1be884e6a2c0da39d||
re||regular expression used to test whether a given CSS selector (i) matches the requirements for delegate event handling.|18463cb4487541c1be884e6a2c0da39d||
y.get|e|function that returns the event object for the given index (i).|18463cb4487541c1be884e6a2c0da39d||
s.event|special|object containing additional event handling functionality for specific event types (e) and namespaces.|18463cb4487541c1be884e6a2c0da39d||
n||space-separated list of CSS selectors (i) used to delegate event handling from an ancestor element (t) to descendant elements (n) that match the specified selector, as accessed through the 'delegate' property of the 'special' object.|18463cb4487541c1be884e6a2c0da39d||
s.event|namespace|string used to namespace events for a specific element (t).|18463cb4487541c1be884e6a2c0da39d||
s|c|c is a property of S|af76baa28d4240d19c7ea1678b73e152||
type|d|d is the value assigned to the property 'type' in this context|af76baa28d4240d19c7ea1678b73e152||
origtype|g|g is the original type of c before it was extended with new properties|af76baa28d4240d19c7ea1678b73e152||
data|r|r is the data associated with c in this context|af76baa28d4240d19c7ea1678b73e152||
handler|n|n is the function that handles events related to c in this context|af76baa28d4240d19c7ea1678b73e152||
guid|n.guid|the GUID of n is also associated with c in this context|af76baa28d4240d19c7ea1678b73e152||
selector|i|i is a selector function that can be used to select elements with a similar type as c|af76baa28d4240d19c7ea1678b73e152||
needscontext|i && s.expr.match.needscontext.test(i)|whether the selector function i requires context to be meaningful, as indicated by a regular expression test|af76baa28d4240d19c7ea1678b73e152||
namespace|h.join('.' )|the namespace of c in this context is specified by joining the values of h with a dot separator|af76baa28d4240d19c7ea1678b73e152||
s|event|is a type of event object in JavaScript that provides information about an occurrence, such as mouse clicks or form submissions. S.Event is a constructor function in the jQuery library that wraps the native Event object and adds additional functionality to it.|450af6c55c5f4f8a9b64b4461bbe3ea2||
s|removeevent|is a method of the S object in jQuery that removes an event listener from an element. It takes three arguments: the element, the event type, and the function to be removed.|450af6c55c5f4f8a9b64b4461bbe3ea2||
e|target|is a property of the Event object in JavaScript that represents the element on which the event occurred. In the context provided, it is being accessed by the S.Event constructor to differentiate between events triggered by user-defined elements and native events.|450af6c55c5f4f8a9b64b4461bbe3ea2||
s|originalevent|is a property of the S.Event constructor in jQuery that saves the original Event object passed to it, allowing additional properties and functions to be added without modifying the native Event object.|450af6c55c5f4f8a9b64b4461bbe3ea2||
s|fix|is a function of the S.Event constructor in jQuery that returns either the original event object or a new one with additional properties and functions if it is not an Event object already.|450af6c55c5f4f8a9b64b4461bbe3ea2||
