node_1|node_2|edge|chunk_id|node_3|node_4|relation|node_5|edge_1|edge_2|edge_3
backorderid|backorderitem|A unique identifier for a specific back order is assigned by the BackOrder object and is related to the corresponding back order item.|8c3a28ee517f4925873b057a19e03bb0|||||||
quantity|backorderitem|The quantity of the product that is currently on back order is related to the specific back order item for which it applies.|8c3a28ee517f4925873b057a19e03bb0|||||||
status|backorderitem|The status of a back order item, such as pending or fulfilled, is related to the specific back order item itself.|8c3a28ee517f4925873b057a19e03bb0|||||||
lowdate|backorderitem|A date and time when the inventory level for a particular product reached a critically low quantity is recorded in the BackOrderItem object, as it indicates the reason for the back order.|8c3a28ee517f4925873b057a19e03bb0|||||||
inventory|backorderitem|A back order item is related to the inventory that is currently unavailable due to low stock levels. The BackOrderItem object includes a reference to the corresponding Inventory object for tracking purposes.|8c3a28ee517f4925873b057a19e03bb0|||||||
util|backorderitem|A utilities class, Util, is used in conjunction with the BackOrderItem and related objects for various tasks such as input/output, logging, and error handling.|8c3a28ee517f4925873b057a19e03bb0|||||||
backorderitem|backorder|A BackOrderItem is associated with a specific BackOrder.|ba8de1221a62485892b0584acd7dbf4b|||||||
quantity|backorderitem|The quantity of an item requested in a BackOrderItem is related to the BackOrderItem itself.|ba8de1221a62485892b0584acd7dbf4b|||||||
status|backorderitem|The status of an item in a BackOrderItem indicates its current state within the BackOrder process.|ba8de1221a62485892b0584acd7dbf4b|||||||
inventoryid|inventory|A BackOrderItem is associated with a specific inventory item.|ba8de1221a62485892b0584acd7dbf4b|||||||
name|backorderitem|The name of an item in a BackOrderItem provides further detail about the requested product.|ba8de1221a62485892b0584acd7dbf4b|||||||
lowdate|backorderitem|The low date of a BackOrderItem refers to the point at which the item became backordered.|ba8de1221a62485892b0584acd7dbf4b|||||||
orderdate|backorderitem|The order date of a BackOrderItem indicates when the request for the item was made.|ba8de1221a62485892b0584acd7dbf4b|||||||
setbackorderid|backorderid|is used to set the value of backOrderID|eef027996a59461a963bdfbce21cdbff|||||||
backorderid|string|has data type String|eef027996a59461a963bdfbce21cdbff|||||||
getbackorderid|backorderid|is used to retrieve the value of backOrderID|eef027996a59461a963bdfbce21cdbff|||||||
supplierorderid|string|has data type String|eef027996a59461a963bdfbce21cdbff|||||||
setsupplierorderid|supplierorderid|is used to set the value of supplierOrderID|eef027996a59461a963bdfbce21cdbff|||||||
getsupplierorderid|supplierorderid|is used to retrieve the value of supplierOrderID|eef027996a59461a963bdfbce21cdbff|||||||
quantity|int|has data type int|eef027996a59461a963bdfbce21cdbff|||||||
setquantity|quantity|is used to set the value of quantity|eef027996a59461a963bdfbce21cdbff|||||||
getquantity|quantity|is used to retrieve the value of quantity|eef027996a59461a963bdfbce21cdbff|||||||
inventory|inventory|has a reference to an object of type Inventory|eef027996a59461a963bdfbce21cdbff|||||||
getinventory|inventory|returns a reference to the object of type Inventory|eef027996a59461a963bdfbce21cdbff|||||||
getname|name|is used to retrieve the value of name|eef027996a59461a963bdfbce21cdbff|||||||
setname|name|is used to set the value of name|eef027996a59461a963bdfbce21cdbff|||||||
lowdate|long|has data type long|eef027996a59461a963bdfbce21cdbff|||||||
setlowdate|lowdate|is used to set the value of lowDate|eef027996a59461a963bdfbce21cdbff|||||||
getlowdate|lowdate|is used to retrieve the value of lowDate|eef027996a59461a963bdfbce21cdbff|||||||
orderdate|long|has data type long|eef027996a59461a963bdfbce21cdbff|||||||
setorderdate|orderdate|is used to set the value of orderDate|eef027996a59461a963bdfbce21cdbff|||||||
getorderdate|orderdate|is used to retrieve the value of orderDate|eef027996a59461a963bdfbce21cdbff|||||||
getlowdate|lowdate|Method for retrieving a long value representing the lower date. This method is called getLowDate().|c43ae47393ba42cda11e02a5cd802bee|||||||
lowdate|int|The lowDate field of type long is declared in this class.|c43ae47393ba42cda11e02a5cd802bee|||||||
getorderdate|orderdate|Method for retrieving a long value representing the order date. This method is called getOrderDate().|c43ae47393ba42cda11e02a5cd802bee|||||||
orderdate|int|The orderDate field of type long is declared in this class.|c43ae47393ba42cda11e02a5cd802bee|||||||
gethelpbean|helpbean|Method for retrieving an object of type HelpBean. This method is called getHelpBean().|c43ae47393ba42cda11e02a5cd802bee|||||||
helpbean|class|The HelpBean class is declared in this file.|c43ae47393ba42cda11e02a5cd802bee|||||||
src|folder|The src folder contains the source code files for this project.|c43ae47393ba42cda11e02a5cd802bee|||||||
war|folder|The war folder contains the Web Archive (WAR) file for this project.|c43ae47393ba42cda11e02a5cd802bee|||||||
sample.plantsbywebsphere|folder|The sample.plantsbywebsphere folder contains the source code files and resources for this WebSphere Application Server Plug-in (WAS Plugin).|c43ae47393ba42cda11e02a5cd802bee|||||||
com|folder|The com folder contains the packages for this project.|c43ae47393ba42cda11e02a5cd802bee|||||||
websphere|folder|The websphere folder contains the packages for the WebSphere Application Server Plug-in (WAS Plugin).|c43ae47393ba42cda11e02a5cd802bee|||||||
samples|folder|The samples folder contains the sample projects for this release of WebSphere Application Server.|c43ae47393ba42cda11e02a5cd802bee|||||||
pbw|folder|The pbw folder contains the source code files and resources for this project.|c43ae47393ba42cda11e02a5cd802bee|||||||
helpbean|action_help|HelpBean is the class for the help page, and ACTION_HELP represents the action performed on clicking the help button|d7475aa4a41e48ffac4d2158033ffda0|||||||
helpbean|dbdumpfile|HelpBean has a member variable dbDumpFile to store the database dump file|d7475aa4a41e48ffac4d2158033ffda0|||||||
helpbean|resetdbbean|HelpBean has an injected field called rdb of type ResetDBBean, which is used for resetting the database|d7475aa4a41e48ffac4d2158033ffda0|||||||
resetdbbean|resetdb|The ResetDBBean class has a method named resetDB() that resets the database|d7475aa4a41e48ffac4d2158033ffda0|||||||
util|debugon|Util is a utility class that has a static method called debugOn() to check whether debugging is enabled or not|d7475aa4a41e48ffac4d2158033ffda0|||||||
util|setdebug|Util also provides a method named setDebug() to set the debug mode|d7475aa4a41e48ffac4d2158033ffda0|||||||
imageservlet.java|../sample.plantsbywebsphere/src/main/java/com/ibm/websphere/samples/pbw/war/imageservlet.java|The code snippet provided is from ImageServlet.java, which belongs to the sample.plantsbywebsphere project|d7475aa4a41e48ffac4d2158033ffda0|||||||
ibm|copyright license| IBM provides the sample source code on an 'as is' basis and disclaims all warranties, express or implied. This information contains sample code provided in source code form that can be copied, modified, and distributed for developing, using, marketing, or distributing application programs conforming to the application programming interface for the operating platform for which the sample code is written.|aeba37d9a6894fb0b34b74f2310ab8a4|||||||
2001|2011| Copyright International Business Machines Corp., 2001,2011. All Rights Reserved * Licensed Materials - Property of IBM.|aeba37d9a6894fb0b34b74f2310ab8a4|||||||
com.ibm.websphere.samples.pbw.war|sample source code| This information contains sample code provided in source code form for com.ibm.websphere.samples.pbw.war.|aeba37d9a6894fb0b34b74f2310ab8a4|||||||
imageservlet.java|sample program| // Copyright LICENSE: This information contains sample code provided in source code form for ImageServlet.java, an application program conforming to the application programming interface for the operating platform for which this sample code is written.|aeba37d9a6894fb0b34b74f2310ab8a4|||||||
servlet|http request handler|A Servlet is a Java class that processes HTTP requests and generates responses.|80a58f4d3b4e4065b58300f02c428f45|||||||
webservlet|annotation for web servlets|The @WebServlet annotation is used to map a servlet to a specific URL.|80a58f4d3b4e4065b58300f02c428f45|||||||
httpservlet|base class for http servers|HttpServlet is a base class for implementing server-side components that process HTTP requests and generate responses.|80a58f4d3b4e4065b58300f02c428f45|||||||
http|hypertext transfer protocol|HTTP is an application protocol for distributed, collaborative, hypermedia information systems.|80a58f4d3b4e4065b58300f02c428f45|||||||
java|programming language|Java is a high-level, class-based, object-oriented programming language that is designed to have as few implementation-dependent aspects as possible.|80a58f4d3b4e4065b58300f02c428f45|||||||
json|data interchange format|JSON (JavaScript Object Notation) is a lightweight, text-based, open standard for data interchange that is easy for humans to read and write, and easy for machines to parse and generate.|80a58f4d3b4e4065b58300f02c428f45|||||||
servletconfig|class for configuration parameters|ServletConfig is a class provided by the Servlet API that allows you to define configuration parameters for your servlets.|80a58f4d3b4e4065b58300f02c428f45|||||||
httpservletrequest|interface for http requests|HttpServletRequest is an interface in the Java Servlet API that represents an HTTP request from a client, such as a web browser or an HTTP-enabled device.|80a58f4d3b4e4065b58300f02c428f45|||||||
httpservletresponse|interface for http responses|HttpServletResponse is an interface in the Java Servlet API that represents an HTTP response to be sent back to a client, such as a web browser or an HTTP-enabled device.|80a58f4d3b4e4065b58300f02c428f45|||||||
catalogmgr|class for managing catalogs|CatalogMgr is a class provided by the PBW (Personalized Business Intelligence and Web Applications) sample application that provides functionality for managing catalogs.|80a58f4d3b4e4065b58300f02c428f45|||||||
util|utility class for pbw|Util is a utility class provided by the PBW (Personalized Business Intelligence and Web Applications) sample application that provides various helper methods for working with catalogs.|80a58f4d3b4e4065b58300f02c428f45|||||||
httpservletrequest|response|Object that encapsulates the request to the servlet and Object that encapsulates the response from the servlet are both parameters passed to the doPost method of ImageServlet.|2d9dc8f91ee240bda8bc635095c58c55|||||||
imageservlet|performtask|Main service method for ImageServlet is a method in ImageServlet class.|2d9dc8f91ee240bda8bc635095c58c55|||||||
req|response|HttpServletRequest and HttpServletResponse are objects passed to the doPost method of ImageServlet.|2d9dc8f91ee240bda8bc635095c58c55|||||||
action|inventoryid|"String action = req.getParameter(""action""); String inventoryID = req.getParameter(""inventoryID"");"|2d9dc8f91ee240bda8bc635095c58c55|||||||
catalog|buf|byte[] buf = catalog.getItemImageBytes(inventoryID);|2d9dc8f91ee240bda8bc635095c58c55|||||||
logininfo.java|||2d9dc8f91ee240bda8bc635095c58c55|||||||
programming interface|operating platform|for which the sample code is written|0252792150314eb9a97bc0607d27f80f|||||||
ibm|sample source code|provided on an 'as is' basis and ibm disclaims all warranties|0252792150314eb9a97bc0607d27f80f|||||||
direct|indirect|ibm shall not be liable for any damages arising out of the use or operation of the sample source code|0252792150314eb9a97bc0607d27f80f|||||||
ibm|sample source code|has no obligation to provide maintenance, support, updates, enhancements or modifications to the sample source code|0252792150314eb9a97bc0607d27f80f|||||||
(c) copyright international business machines corp., 2003,2011|* licensed materials - property of ibm||0252792150314eb9a97bc0607d27f80f|||||||
package|com.ibm.websphere.samples.pbw.war||0252792150314eb9a97bc0607d27f80f|||||||
jsf backing bean|login info|used to store information for the login web page|0252792150314eb9a97bc0607d27f80f|||||||
bean|account|accessed via the account bean|0252792150314eb9a97bc0607d27f80f|||||||
string|checkpassword||0252792150314eb9a97bc0607d27f80f|||||||
string|email|@[a-zA-Z0-9.-]+|0252792150314eb9a97bc0607d27f80f|||||||
